Customer_ID,Customer_Name,Gender,Age,Age_Group,City,State,Region,Customer_Segment,Customer_Since
C03817,Customer 03817,Female,22,21-30,Chandigarh,Chandigarh,North,Consumer,2022-06-11
C03818,Customer 03818,Female,27,21-30,Chennai,Tamil Nadu,South,Consumer,2024-02-02
C03819,Customer 03819,Female,24,21-30,Kolkata,West Bengal,East,Consumer,2025-01-04
C03820,Customer 03820,Male,51,51-60,Delhi,Delhi,North,Corporate,2024-11-23
C03821,Customer 03821,Female,52,51-60,Mumbai,Maharashtra,West,Corporate,2022-09-19
C03822,Customer 03822,Male,32,31-40,Hyderabad,Telangana,South,Corporate,2025-05-04
C03823,Customer 03823,Female,21,21-30,Ranchi,Jharkhand,East,Small Business,2024-07-02
C03824,Customer 03824,Female,37,31-40,Bengaluru,Karnataka,South,Consumer,2024-05-20
C03825,Customer 03825,Male,28,21-30,Chandigarh,Chandigarh,North,Consumer,2022-04-20
C03826,Customer 03826,Female,35,31-40,Hyderabad,Telangana,South,Corporate,2024-09-07
C03827,Customer 03827,Male,48,41-50,Patna,Bihar,East,Small Business,2025-04-20
C03828,Customer 03828,Male,50,41-50,Mumbai,Maharashtra,West,Corporate,2023-12-19
C03829,Customer 03829,Female,37,31-40,Chennai,Tamil Nadu,South,Corporate,2022-12-25
C03830,Customer 03830,Male,28,21-30,Bhubaneswar,Odisha,East,Corporate,2025-02-15
C03831,Customer 03831,Female,37,31-40,Kochi,Kerala,South,Small Business,2023-07-04
C03832,Customer 03832,Male,48,41-50,Jaipur,Rajasthan,North,Small Business,2023-09-18
C03833,Customer 03833,Female,50,41-50,Ranchi,Jharkhand,East,Small Business,2022-10-26
C03834,Customer 03834,Male,28,21-30,Hyderabad,Telangana,South,Consumer,2023-02-01
C03835,Customer 03835,Female,39,31-40,Bengaluru,Karnataka,South,Corporate,2025-06-13
C03836,Customer 03836,Male,49,41-50,Surat,Gujarat,West,Small Business,2024-03-26
C03837,Customer 03837,Male,39,31-40,Hyderabad,Telangana,South,Corporate,2022-12-07
C03838,Customer 03838,Male,22,21-30,Surat,Gujarat,West,Consumer,2025-02-10
C03839,Customer 03839,Male,25,21-30,Mumbai,Maharashtra,West,Small Business,2023-12-26
C03840,Customer 03840,Male,25,21-30,Delhi,Delhi,North,Corporate,2024-03-03
C03841,Customer 03841,Male,37,31-40,Kochi,Kerala,South,Small Business,2023-02-03
C03842,Customer 03842,Female,59,51-60,Jaipur,Rajasthan,North,Consumer,2023-10-28
C03843,Customer 03843,Female,60,51-60,Bengaluru,Karnataka,South,Consumer,2023-11-09
C03844,Customer 03844,Female,21,21-30,Kochi,Kerala,South,Consumer,2025-07-23
C03845,Customer 03845,Male,46,41-50,Lucknow,Uttar Pradesh,North,Small Business,2024-08-29
C03846,Customer 03846,Male,48,41-50,Bhubaneswar,Odisha,East,Small Business,2022-12-19
C03847,Customer 03847,Female,37,31-40,Kolkata,West Bengal,East,Corporate,2024-01-07
C03848,Customer 03848,Female,48,41-50,Kolkata,West Bengal,East,Consumer,2024-12-24
C03849,Customer 03849,Female,25,21-30,Hyderabad,Telangana,South,Small Business,2025-05-19
C03850,Customer 03850,Female,56,51-60,Hyderabad,Telangana,South,Consumer,2022-02-01
C03851,Customer 03851,Male,59,51-60,Patna,Bihar,East,Consumer,2022-10-29
C03852,Customer 03852,Female,55,51-60,Ahmedabad,Gujarat,West,Corporate,2024-03-01
C03853,Customer 03853,Male,59,51-60,Pune,Maharashtra,West,Consumer,2023-09-19
C03854,Customer 03854,Female,58,51-60,Patna,Bihar,East,Corporate,2022-09-30
C03855,Customer 03855,Male,38,31-40,Surat,Gujarat,West,Small Business,2022-10-09
C03856,Customer 03856,Female,35,31-40,Kolkata,West Bengal,East,Consumer,2022-07-03
C03857,Customer 03857,Female,32,31-40,Mumbai,Maharashtra,West,Small Business,2022-09-28
C03858,Customer 03858,Male,58,51-60,Hyderabad,Telangana,South,Small Business,2022-11-30
C03859,Customer 03859,Male,57,51-60,Kochi,Kerala,South,Consumer,2022-11-06
C03860,Customer 03860,Female,22,21-30,Lucknow,Uttar Pradesh,North,Small Business,2022-11-18
C03861,Customer 03861,Male,54,51-60,Hyderabad,Telangana,South,Corporate,2022-04-12
C03862,Customer 03862,Male,30,21-30,Hyderabad,Telangana,South,Consumer,2022-04-02
C03863,Customer 03863,Male,32,31-40,Lucknow,Uttar Pradesh,North,Consumer,2022-12-26
C03864,Customer 03864,Male,25,21-30,Delhi,Delhi,North,Corporate,2024-12-05
C03865,Customer 03865,Female,48,41-50,Mumbai,Maharashtra,West,Small Business,2022-08-23
C03866,Customer 03866,Male,53,51-60,Jaipur,Rajasthan,North,Corporate,2025-05-07
C03867,Customer 03867,Female,28,21-30,Surat,Gujarat,West,Consumer,2025-01-26
C03868,Customer 03868,Female,33,31-40,Chandigarh,Chandigarh,North,Small Business,2024-02-25
C03869,Customer 03869,Female,24,21-30,Chandigarh,Chandigarh,North,Corporate,2023-04-27
C03870,Customer 03870,Female,36,31-40,Bhubaneswar,Odisha,East,Corporate,2022-06-24
C03871,Customer 03871,Female,38,31-40,Jaipur,Rajasthan,North,Small Business,2025-02-01
C03872,Customer 03872,Male,41,41-50,Bengaluru,Karnataka,South,Small Business,2024-04-16
C03873,Customer 03873,Male,23,21-30,Patna,Bihar,East,Consumer,2023-02-11
C03874,Customer 03874,Female,46,41-50,Delhi,Delhi,North,Consumer,2022-01-08
C03875,Customer 03875,Female,42,41-50,Ranchi,Jharkhand,East,Corporate,2025-04-19
C03876,Customer 03876,Female,25,21-30,Mumbai,Maharashtra,West,Small Business,2022-02-10
C03877,Customer 03877,Female,48,41-50,Jaipur,Rajasthan,North,Corporate,2024-03-09
C03878,Customer 03878,Female,26,21-30,Pune,Maharashtra,West,Consumer,2022-01-27
C03879,Customer 03879,Female,40,31-40,Mumbai,Maharashtra,West,Consumer,2022-07-04
C03880,Customer 03880,Female,21,21-30,Kochi,Kerala,South,Small Business,2025-01-14
C03881,Customer 03881,Male,46,41-50,Patna,Bihar,East,Corporate,2025-04-26
C03882,Customer 03882,Female,23,21-30,Kolkata,West Bengal,East,Corporate,2025-06-13
C03883,Customer 03883,Female,56,51-60,Delhi,Delhi,North,Consumer,2024-05-30
C03884,Customer 03884,Male,39,31-40,Pune,Maharashtra,West,Corporate,2022-10-16
C03885,Customer 03885,Female,31,31-40,Mumbai,Maharashtra,West,Small Business,2025-05-27
C03886,Customer 03886,Male,54,51-60,Ahmedabad,Gujarat,West,Consumer,2025-01-10
C03887,Customer 03887,Male,51,51-60,Pune,Maharashtra,West,Corporate,2024-09-20
C03888,Customer 03888,Female,22,21-30,Chandigarh,Chandigarh,North,Small Business,2025-04-26
C03889,Customer 03889,Male,44,41-50,Pune,Maharashtra,West,Small Business,2022-06-08
C03890,Customer 03890,Female,22,21-30,Ahmedabad,Gujarat,West,Corporate,2025-05-02
C03891,Customer 03891,Male,22,21-30,Kochi,Kerala,South,Consumer,2022-09-29
C03892,Customer 03892,Female,50,41-50,Pune,Maharashtra,West,Corporate,2024-12-05
C03893,Customer 03893,Female,21,21-30,Chennai,Tamil Nadu,South,Small Business,2022-06-11
C03894,Customer 03894,Female,29,21-30,Delhi,Delhi,North,Consumer,2024-08-02
C03895,Customer 03895,Female,53,51-60,Ranchi,Jharkhand,East,Small Business,2022-08-30
C03896,Customer 03896,Female,50,41-50,Ahmedabad,Gujarat,West,Small Business,2022-07-04
C03897,Customer 03897,Female,39,31-40,Bengaluru,Karnataka,South,Small Business,2025-05-18
C03898,Customer 03898,Male,27,21-30,Chennai,Tamil Nadu,South,Corporate,2025-02-03
C03899,Customer 03899,Female,26,21-30,Bengaluru,Karnataka,South,Corporate,2025-04-27
C03900,Customer 03900,Male,48,41-50,Mumbai,Maharashtra,West,Small Business,2022-12-29
C03901,Customer 03901,Male,59,51-60,Chennai,Tamil Nadu,South,Small Business,2023-11-16
C03902,Customer 03902,Female,24,21-30,Chandigarh,Chandigarh,North,Corporate,2023-06-26
C03903,Customer 03903,Female,29,21-30,Ranchi,Jharkhand,East,Consumer,2025-02-07
C03904,Customer 03904,Female,44,41-50,Ranchi,Jharkhand,East,Small Business,2022-04-03
C03905,Customer 03905,Female,53,51-60,Patna,Bihar,East,Consumer,2022-01-06
C03906,Customer 03906,Male,44,41-50,Bengaluru,Karnataka,South,Small Business,2022-01-01
C03907,Customer 03907,Male,25,21-30,Delhi,Delhi,North,Corporate,2024-03-28
C03908,Customer 03908,Female,47,41-50,Kochi,Kerala,South,Small Business,2022-04-19
C03909,Customer 03909,Male,34,31-40,Ahmedabad,Gujarat,West,Consumer,2023-07-25
C03910,Customer 03910,Male,53,51-60,Surat,Gujarat,West,Consumer,2025-02-20
C03911,Customer 03911,Female,21,21-30,Patna,Bihar,East,Consumer,2022-07-02
C03912,Customer 03912,Male,31,31-40,Surat,Gujarat,West,Corporate,2023-06-21
C03913,Customer 03913,Male,26,21-30,Ahmedabad,Gujarat,West,Consumer,2024-05-09
C03914,Customer 03914,Female,55,51-60,Chandigarh,Chandigarh,North,Small Business,2022-01-13
C03915,Customer 03915,Male,24,21-30,Surat,Gujarat,West,Small Business,2025-02-25
C03916,Customer 03916,Male,28,21-30,Jaipur,Rajasthan,North,Corporate,2024-02-01
C03917,Customer 03917,Male,50,41-50,Delhi,Delhi,North,Consumer,2022-06-26
C03918,Customer 03918,Male,48,41-50,Patna,Bihar,East,Consumer,2022-03-31
C03919,Customer 03919,Male,49,41-50,Ranchi,Jharkhand,East,Consumer,2025-03-12
C03920,Customer 03920,Male,23,21-30,Bengaluru,Karnataka,South,Consumer,2024-08-04
C03921,Customer 03921,Female,58,51-60,Chandigarh,Chandigarh,North,Small Business,2022-01-31
C03922,Customer 03922,Female,37,31-40,Delhi,Delhi,North,Corporate,2022-06-27
C03923,Customer 03923,Female,39,31-40,Bhubaneswar,Odisha,East,Consumer,2022-10-16
C03924,Customer 03924,Female,58,51-60,Ahmedabad,Gujarat,West,Corporate,2025-03-19
C03925,Customer 03925,Female,43,41-50,Hyderabad,Telangana,South,Consumer,2025-05-03
C03926,Customer 03926,Female,51,51-60,Kolkata,West Bengal,East,Consumer,2024-04-26
C03927,Customer 03927,Male,51,51-60,Chandigarh,Chandigarh,North,Consumer,2023-09-29
C03928,Customer 03928,Male,25,21-30,Chandigarh,Chandigarh,North,Consumer,2023-06-13
C03929,Customer 03929,Male,30,21-30,Patna,Bihar,East,Small Business,2025-02-23
C03930,Customer 03930,Male,32,31-40,Mumbai,Maharashtra,West,Consumer,2024-08-17
C03931,Customer 03931,Male,44,41-50,Bhubaneswar,Odisha,East,Small Business,2023-06-09
C03932,Customer 03932,Female,30,21-30,Kochi,Kerala,South,Small Business,2024-12-21
C03933,Customer 03933,Female,38,31-40,Jaipur,Rajasthan,North,Corporate,2024-06-10
C03934,Customer 03934,Female,49,41-50,Jaipur,Rajasthan,North,Consumer,2025-04-19
C03935,Customer 03935,Female,40,31-40,Kochi,Kerala,South,Corporate,2024-10-27
C03936,Customer 03936,Female,32,31-40,Hyderabad,Telangana,South,Small Business,2023-04-12
C03937,Customer 03937,Female,46,41-50,Mumbai,Maharashtra,West,Consumer,2025-01-11
C03938,Customer 03938,Female,42,41-50,Jaipur,Rajasthan,North,Consumer,2024-07-01
C03939,Customer 03939,Female,24,21-30,Ahmedabad,Gujarat,West,Small Business,2024-01-08
C03940,Customer 03940,Female,43,41-50,Ahmedabad,Gujarat,West,Consumer,2024-01-16
C03941,Customer 03941,Male,34,31-40,Mumbai,Maharashtra,West,Corporate,2023-01-10
C03942,Customer 03942,Male,55,51-60,Delhi,Delhi,North,Small Business,2023-10-27
C03943,Customer 03943,Male,52,51-60,Lucknow,Uttar Pradesh,North,Corporate,2023-09-26
C03944,Customer 03944,Male,35,31-40,Delhi,Delhi,North,Consumer,2022-06-20
C03945,Customer 03945,Female,53,51-60,Lucknow,Uttar Pradesh,North,Small Business,2022-07-14
C03946,Customer 03946,Male,42,41-50,Delhi,Delhi,North,Small Business,2024-06-30
C03947,Customer 03947,Male,32,31-40,Mumbai,Maharashtra,West,Consumer,2025-07-22
C03948,Customer 03948,Female,60,51-60,Delhi,Delhi,North,Small Business,2023-04-24
C03949,Customer 03949,Female,26,21-30,Patna,Bihar,East,Corporate,2022-12-29
C03950,Customer 03950,Male,29,21-30,Delhi,Delhi,North,Consumer,2024-06-15
C03951,Customer 03951,Female,24,21-30,Patna,Bihar,East,Consumer,2022-11-20
C03952,Customer 03952,Male,26,21-30,Pune,Maharashtra,West,Small Business,2022-08-16
C03953,Customer 03953,Male,32,31-40,Patna,Bihar,East,Small Business,2025-04-19
C03954,Customer 03954,Female,60,51-60,Kolkata,West Bengal,East,Small Business,2022-03-07
C03955,Customer 03955,Female,23,21-30,Ahmedabad,Gujarat,West,Small Business,2022-07-24
C03956,Customer 03956,Male,29,21-30,Ahmedabad,Gujarat,West,Small Business,2025-05-03
C03957,Customer 03957,Female,58,51-60,Jaipur,Rajasthan,North,Corporate,2024-01-20
C03958,Customer 03958,Male,25,21-30,Delhi,Delhi,North,Consumer,2022-01-20
C03959,Customer 03959,Female,60,51-60,Mumbai,Maharashtra,West,Consumer,2023-09-15
C03960,Customer 03960,Male,58,51-60,Delhi,Delhi,North,Consumer,2022-01-07
C03961,Customer 03961,Female,29,21-30,Kolkata,West Bengal,East,Consumer,2023-03-16
C03962,Customer 03962,Male,53,51-60,Pune,Maharashtra,West,Corporate,2023-08-06
C03963,Customer 03963,Male,55,51-60,Chandigarh,Chandigarh,North,Small Business,2025-07-07
C03964,Customer 03964,Male,42,41-50,Lucknow,Uttar Pradesh,North,Corporate,2025-06-16
C03965,Customer 03965,Female,43,41-50,Chennai,Tamil Nadu,South,Consumer,2024-02-05
C03966,Customer 03966,Male,23,21-30,Patna,Bihar,East,Small Business,2024-03-05
C03967,Customer 03967,Male,24,21-30,Chandigarh,Chandigarh,North,Small Business,2024-09-24
C03968,Customer 03968,Male,46,41-50,Delhi,Delhi,North,Corporate,2024-05-27
C03969,Customer 03969,Male,55,51-60,Jaipur,Rajasthan,North,Small Business,2024-06-18
C03970,Customer 03970,Female,23,21-30,Surat,Gujarat,West,Corporate,2023-05-10
C03971,Customer 03971,Female,29,21-30,Surat,Gujarat,West,Corporate,2023-03-23
C03972,Customer 03972,Female,40,31-40,Hyderabad,Telangana,South,Corporate,2024-02-07
C03973,Customer 03973,Male,21,21-30,Kochi,Kerala,South,Small Business,2024-10-02
C03974,Customer 03974,Female,31,31-40,Ahmedabad,Gujarat,West,Small Business,2023-11-03
C03975,Customer 03975,Male,31,31-40,Delhi,Delhi,North,Corporate,2023-12-14
C03976,Customer 03976,Male,52,51-60,Delhi,Delhi,North,Consumer,2024-02-17
C03977,Customer 03977,Female,29,21-30,Patna,Bihar,East,Small Business,2023-01-12
C03978,Customer 03978,Male,50,41-50,Bhubaneswar,Odisha,East,Corporate,2023-06-06
C03979,Customer 03979,Male,32,31-40,Chennai,Tamil Nadu,South,Corporate,2025-03-18
C03980,Customer 03980,Male,35,31-40,Bengaluru,Karnataka,South,Small Business,2023-11-09
C03981,Customer 03981,Male,21,21-30,Lucknow,Uttar Pradesh,North,Corporate,2022-03-07
C03982,Customer 03982,Female,23,21-30,Jaipur,Rajasthan,North,Small Business,2023-05-16
C03983,Customer 03983,Female,53,51-60,Delhi,Delhi,North,Small Business,2023-05-13
C03984,Customer 03984,Male,28,21-30,Delhi,Delhi,North,Consumer,2024-02-26
C03985,Customer 03985,Female,35,31-40,Mumbai,Maharashtra,West,Consumer,2025-06-16
C03986,Customer 03986,Female,42,41-50,Delhi,Delhi,North,Small Business,2023-11-16
C03987,Customer 03987,Female,57,51-60,Ahmedabad,Gujarat,West,Consumer,2022-06-29
C03988,Customer 03988,Female,40,31-40,Chennai,Tamil Nadu,South,Consumer,2024-03-20
C03989,Customer 03989,Male,36,31-40,Jaipur,Rajasthan,North,Small Business,2023-01-02
C03990,Customer 03990,Male,50,41-50,Delhi,Delhi,North,Small Business,2023-12-26
C03991,Customer 03991,Male,37,31-40,Chennai,Tamil Nadu,South,Small Business,2024-08-06
C03992,Customer 03992,Male,21,21-30,Delhi,Delhi,North,Small Business,2022-08-23
C03993,Customer 03993,Female,31,31-40,Chandigarh,Chandigarh,North,Consumer,2025-02-01
C03994,Customer 03994,Male,33,31-40,Delhi,Delhi,North,Small Business,2022-12-11
C03995,Customer 03995,Male,25,21-30,Lucknow,Uttar Pradesh,North,Small Business,2024-12-10
C03996,Customer 03996,Female,21,21-30,Lucknow,Uttar Pradesh,North,Corporate,2024-01-20
C03997,Customer 03997,Female,27,21-30,Lucknow,Uttar Pradesh,North,Consumer,2024-10-27
C03998,Customer 03998,Male,55,51-60,Pune,Maharashtra,West,Small Business,2023-11-12
C03999,Customer 03999,Female,57,51-60,Chandigarh,Chandigarh,North,Corporate,2024-08-07
C04000,Customer 04000,Male,27,21-30,Surat,Gujarat,West,Small Business,2025-02-12
C04001,Customer 04001,Male,42,41-50,Jaipur,Rajasthan,North,Consumer,2024-09-07
C04002,Customer 04002,Male,56,51-60,Hyderabad,Telangana,South,Small Business,2025-05-31
C04003,Customer 04003,Female,32,31-40,Bengaluru,Karnataka,South,Corporate,2023-07-20
C04004,Customer 04004,Female,24,21-30,Patna,Bihar,East,Corporate,2022-07-16
C04005,Customer 04005,Male,51,51-60,Bengaluru,Karnataka,South,Consumer,2022-01-03
C04006,Customer 04006,Male,56,51-60,Jaipur,Rajasthan,North,Consumer,2025-06-13
C04007,Customer 04007,Male,35,31-40,Bhubaneswar,Odisha,East,Consumer,2022-11-15
C04008,Customer 04008,Female,26,21-30,Jaipur,Rajasthan,North,Small Business,2023-07-25
C04009,Customer 04009,Female,34,31-40,Surat,Gujarat,West,Corporate,2022-09-27
C04010,Customer 04010,Male,47,41-50,Lucknow,Uttar Pradesh,North,Small Business,2025-03-28
C04011,Customer 04011,Male,29,21-30,Hyderabad,Telangana,South,Corporate,2025-07-08
C04012,Customer 04012,Male,23,21-30,Delhi,Delhi,North,Corporate,2023-03-02
C04013,Customer 04013,Female,30,21-30,Jaipur,Rajasthan,North,Consumer,2022-09-26
C04014,Customer 04014,Female,52,51-60,Bengaluru,Karnataka,South,Small Business,2022-09-18
C04015,Customer 04015,Male,44,41-50,Lucknow,Uttar Pradesh,North,Corporate,2023-02-02
C04016,Customer 04016,Male,53,51-60,Jaipur,Rajasthan,North,Consumer,2024-05-05
C04017,Customer 04017,Male,47,41-50,Patna,Bihar,East,Small Business,2024-03-21
C04018,Customer 04018,Male,24,21-30,Hyderabad,Telangana,South,Small Business,2025-05-03
C04019,Customer 04019,Female,50,41-50,Kochi,Kerala,South,Small Business,2023-12-30
C04020,Customer 04020,Male,60,51-60,Mumbai,Maharashtra,West,Corporate,2023-04-05
C04021,Customer 04021,Male,22,21-30,Bengaluru,Karnataka,South,Corporate,2022-11-28
C04022,Customer 04022,Female,25,21-30,Chandigarh,Chandigarh,North,Small Business,2023-09-04
C04023,Customer 04023,Male,31,31-40,Mumbai,Maharashtra,West,Corporate,2024-12-23
C04024,Customer 04024,Male,22,21-30,Hyderabad,Telangana,South,Small Business,2023-05-23
C04025,Customer 04025,Male,60,51-60,Kolkata,West Bengal,East,Small Business,2024-03-13
C04026,Customer 04026,Male,57,51-60,Chennai,Tamil Nadu,South,Consumer,2023-02-20
C04027,Customer 04027,Female,52,51-60,Lucknow,Uttar Pradesh,North,Consumer,2024-10-23
C04028,Customer 04028,Female,46,41-50,Jaipur,Rajasthan,North,Corporate,2024-01-25
C04029,Customer 04029,Female,50,41-50,Pune,Maharashtra,West,Consumer,2024-02-24
C04030,Customer 04030,Female,30,21-30,Kochi,Kerala,South,Consumer,2025-03-14
C04031,Customer 04031,Female,44,41-50,Mumbai,Maharashtra,West,Consumer,2023-09-13
C04032,Customer 04032,Female,40,31-40,Bhubaneswar,Odisha,East,Corporate,2022-03-16
C04033,Customer 04033,Female,46,41-50,Ahmedabad,Gujarat,West,Consumer,2023-09-20
C04034,Customer 04034,Male,57,51-60,Hyderabad,Telangana,South,Small Business,2023-12-06
C04035,Customer 04035,Female,59,51-60,Delhi,Delhi,North,Small Business,2022-12-09
C04036,Customer 04036,Male,29,21-30,Ahmedabad,Gujarat,West,Consumer,2024-02-29
C04037,Customer 04037,Female,28,21-30,Bengaluru,Karnataka,South,Consumer,2023-08-29
C04038,Customer 04038,Female,34,31-40,Bengaluru,Karnataka,South,Small Business,2022-10-09
C04039,Customer 04039,Female,38,31-40,Patna,Bihar,East,Corporate,2022-11-06
C04040,Customer 04040,Male,55,51-60,Lucknow,Uttar Pradesh,North,Corporate,2024-10-06
C04041,Customer 04041,Female,30,21-30,Lucknow,Uttar Pradesh,North,Corporate,2023-05-07
C04042,Customer 04042,Male,59,51-60,Bhubaneswar,Odisha,East,Corporate,2024-02-18
C04043,Customer 04043,Male,33,31-40,Kolkata,West Bengal,East,Corporate,2023-11-25
C04044,Customer 04044,Male,39,31-40,Kochi,Kerala,South,Small Business,2023-01-18
C04045,Customer 04045,Male,44,41-50,Ranchi,Jharkhand,East,Corporate,2023-04-29
C04046,Customer 04046,Male,37,31-40,Kochi,Kerala,South,Consumer,2022-03-13
C04047,Customer 04047,Male,26,21-30,Kochi,Kerala,South,Corporate,2024-01-20
C04048,Customer 04048,Female,22,21-30,Surat,Gujarat,West,Small Business,2023-07-01
C04049,Customer 04049,Female,45,41-50,Ranchi,Jharkhand,East,Corporate,2025-02-28
C04050,Customer 04050,Female,42,41-50,Kolkata,West Bengal,East,Small Business,2024-04-02
C04051,Customer 04051,Female,33,31-40,Kolkata,West Bengal,East,Small Business,2023-05-07
C04052,Customer 04052,Female,57,51-60,Pune,Maharashtra,West,Small Business,2023-07-09
C04053,Customer 04053,Female,59,51-60,Mumbai,Maharashtra,West,Corporate,2024-02-22
C04054,Customer 04054,Female,34,31-40,Chandigarh,Chandigarh,North,Small Business,2022-09-17
C04055,Customer 04055,Male,42,41-50,Chandigarh,Chandigarh,North,Small Business,2024-01-28
C04056,Customer 04056,Male,57,51-60,Delhi,Delhi,North,Small Business,2025-06-20
C04057,Customer 04057,Male,42,41-50,Bhubaneswar,Odisha,East,Consumer,2024-03-28
C04058,Customer 04058,Female,44,41-50,Bengaluru,Karnataka,South,Corporate,2024-02-20
C04059,Customer 04059,Female,49,41-50,Mumbai,Maharashtra,West,Consumer,2022-08-20
C04060,Customer 04060,Male,50,41-50,Kochi,Kerala,South,Small Business,2022-10-07
C04061,Customer 04061,Female,58,51-60,Kochi,Kerala,South,Consumer,2023-06-29
C04062,Customer 04062,Female,28,21-30,Chennai,Tamil Nadu,South,Small Business,2022-04-18
C04063,Customer 04063,Male,36,31-40,Kolkata,West Bengal,East,Consumer,2024-04-30
C04064,Customer 04064,Female,41,41-50,Lucknow,Uttar Pradesh,North,Small Business,2023-03-14
C04065,Customer 04065,Female,57,51-60,Jaipur,Rajasthan,North,Small Business,2023-03-27
C04066,Customer 04066,Male,27,21-30,Ahmedabad,Gujarat,West,Corporate,2022-02-07
C04067,Customer 04067,Male,52,51-60,Delhi,Delhi,North,Corporate,2023-12-31
C04068,Customer 04068,Male,28,21-30,Chennai,Tamil Nadu,South,Consumer,2024-01-25
C04069,Customer 04069,Male,56,51-60,Ahmedabad,Gujarat,West,Small Business,2023-10-14
C04070,Customer 04070,Male,44,41-50,Chennai,Tamil Nadu,South,Corporate,2023-07-27
C04071,Customer 04071,Female,53,51-60,Chennai,Tamil Nadu,South,Small Business,2023-06-16
C04072,Customer 04072,Female,24,21-30,Kolkata,West Bengal,East,Consumer,2024-10-15
C04073,Customer 04073,Male,22,21-30,Hyderabad,Telangana,South,Corporate,2024-12-19
C04074,Customer 04074,Female,30,21-30,Pune,Maharashtra,West,Consumer,2024-06-29
C04075,Customer 04075,Female,29,21-30,Ahmedabad,Gujarat,West,Corporate,2024-05-30
C04076,Customer 04076,Female,47,41-50,Mumbai,Maharashtra,West,Consumer,2023-02-04
C04077,Customer 04077,Male,28,21-30,Ahmedabad,Gujarat,West,Small Business,2022-05-07
C04078,Customer 04078,Female,30,21-30,Jaipur,Rajasthan,North,Small Business,2025-01-04
C04079,Customer 04079,Male,44,41-50,Chandigarh,Chandigarh,North,Small Business,2024-11-29
C04080,Customer 04080,Male,22,21-30,Jaipur,Rajasthan,North,Consumer,2024-09-17
C04081,Customer 04081,Male,25,21-30,Chennai,Tamil Nadu,South,Small Business,2023-01-17
C04082,Customer 04082,Female,33,31-40,Patna,Bihar,East,Consumer,2024-05-21
C04083,Customer 04083,Female,35,31-40,Delhi,Delhi,North,Corporate,2022-09-10
C04084,Customer 04084,Female,54,51-60,Hyderabad,Telangana,South,Corporate,2022-06-27
C04085,Customer 04085,Male,23,21-30,Surat,Gujarat,West,Consumer,2022-09-07
C04086,Customer 04086,Female,60,51-60,Hyderabad,Telangana,South,Small Business,2023-12-20
C04087,Customer 04087,Female,32,31-40,Bengaluru,Karnataka,South,Corporate,2022-02-24
C04088,Customer 04088,Female,36,31-40,Chennai,Tamil Nadu,South,Small Business,2022-09-19
C04089,Customer 04089,Female,34,31-40,Ranchi,Jharkhand,East,Consumer,2022-10-31
C04090,Customer 04090,Male,49,41-50,Chennai,Tamil Nadu,South,Consumer,2025-06-15
C04091,Customer 04091,Male,21,21-30,Hyderabad,Telangana,South,Small Business,2024-01-15
C04092,Customer 04092,Male,43,41-50,Surat,Gujarat,West,Consumer,2022-09-22
C04093,Customer 04093,Female,48,41-50,Kochi,Kerala,South,Consumer,2024-11-04
C04094,Customer 04094,Male,51,51-60,Ranchi,Jharkhand,East,Small Business,2022-07-07
C04095,Customer 04095,Female,23,21-30,Jaipur,Rajasthan,North,Corporate,2023-01-19
C04096,Customer 04096,Female,28,21-30,Mumbai,Maharashtra,West,Corporate,2022-11-21
C04097,Customer 04097,Female,23,21-30,Hyderabad,Telangana,South,Consumer,2022-01-29
C04098,Customer 04098,Male,30,21-30,Surat,Gujarat,West,Small Business,2022-07-24
C04099,Customer 04099,Male,56,51-60,Ranchi,Jharkhand,East,Corporate,2025-02-21
C04100,Customer 04100,Male,52,51-60,Chennai,Tamil Nadu,South,Corporate,2025-07-14
C04101,Customer 04101,Female,55,51-60,Pune,Maharashtra,West,Small Business,2024-04-04
C04102,Customer 04102,Male,41,41-50,Surat,Gujarat,West,Small Business,2023-06-22
C04103,Customer 04103,Male,34,31-40,Bengaluru,Karnataka,South,Consumer,2022-11-09
C04104,Customer 04104,Male,53,51-60,Bengaluru,Karnataka,South,Consumer,2025-07-23
C04105,Customer 04105,Female,37,31-40,Lucknow,Uttar Pradesh,North,Consumer,2023-12-10
C04106,Customer 04106,Male,32,31-40,Bengaluru,Karnataka,South,Corporate,2023-12-26
C04107,Customer 04107,Male,45,41-50,Mumbai,Maharashtra,West,Consumer,2025-06-19
C04108,Customer 04108,Male,44,41-50,Patna,Bihar,East,Corporate,2022-04-11
C04109,Customer 04109,Male,51,51-60,Mumbai,Maharashtra,West,Consumer,2022-05-17
C04110,Customer 04110,Male,38,31-40,Lucknow,Uttar Pradesh,North,Small Business,2024-10-04
C04111,Customer 04111,Male,36,31-40,Kolkata,West Bengal,East,Consumer,2024-09-21
C04112,Customer 04112,Male,56,51-60,Patna,Bihar,East,Small Business,2022-09-07
C04113,Customer 04113,Male,21,21-30,Patna,Bihar,East,Corporate,2022-05-27
C04114,Customer 04114,Female,32,31-40,Kochi,Kerala,South,Small Business,2022-04-28
C04115,Customer 04115,Female,35,31-40,Bhubaneswar,Odisha,East,Corporate,2024-08-27
C04116,Customer 04116,Female,25,21-30,Ranchi,Jharkhand,East,Small Business,2023-07-21
C04117,Customer 04117,Male,44,41-50,Surat,Gujarat,West,Small Business,2023-05-30
